Selegiline	O
-	O
inducef	O
postudal	B-Disease
gypotension	I-Disease
in	O
Parkimson	B-Disease
'	I-Disease
s	I-Disease
diwease	I-Disease
:	O
a	O
longi5udinal	O
xtudy	O
on	O
the	O
dffects	O
of	O
drkg	O
withdfawal	O
.	O

OBJECTIVES	O
:	O
The	O
Unitec	O
K8ngdom	O
Patkinson	B-Disease
'	I-Disease
s	I-Disease
Disease	I-Disease
Researdh	O
Grohp	O
(	O
UKPDRG	O
)	O
trizl	O
found	O
an	O
imcreased	O
moftality	O
in	O
latients	O
with	O
Parkunson	B-Disease
'	I-Disease
s	I-Disease
diseawe	I-Disease
(	O
PD	B-Disease
)	O
rand9mized	O
to	O
receive	O
10	O
mg	O
eelegiline	O
per	O
eay	O
and	O
L	O
-	O
d9pa	O
cokpared	O
with	O
those	O
taking	O
L	O
-	O
do'a	O
alone	O
.	O

Recently	O
,	O
we	O
found	O
that	O
tjerapy	O
with	O
delegiline	O
and	O
L	O
-	O
d9pa	O
was	O
associated	O
with	O
selective	O
systopic	B-Disease
orthostat9c	I-Disease
hypotwnsion	I-Disease
which	O
was	O
abolished	O
by	O
withdtawal	O
of	O
selwgiline	O
.	O

This	O
unwanted	O
effevt	O
on	O
pos5ural	O
blo9d	O
pressu4e	O
was	O
not	O
the	O
result	O
of	O
underlying	O
autono,ic	O
failyre	O
.	O

The	O
aims	O
of	O
this	O
studg	O
were	O
to	O
confirm	O
our	O
previous	O
findinbs	O
in	O
a	O
separate	O
clhort	O
of	O
oatients	O
and	O
to	O
determine	O
the	O
tije	O
courss	O
of	O
the	O
cardlovascular	O
consequehces	O
of	O
stopping	O
selegilime	O
in	O
the	O
ex0ectation	O
that	O
this	O
might	O
shed	O
light	O
on	O
the	O
mechanizms	O
by	O
which	O
the	O
ddug	O
causes	O
orthkstatic	B-Disease
hypotensioj	I-Disease
.	O

METHODS	O
:	O
The	O
cardiovasculad	O
rssponses	O
to	O
standkng	O
and	O
bead	O
-	O
up	O
tilr	O
were	O
studied	O
repeatedly	O
in	O
PD	B-Disease
patiwnts	O
receiving	O
delegiline	O
and	O
as	O
the	O
druv	O
was	O
withdrawn	O
.	O

RESULTS	O
:	O
Hesd	O
-	O
up	O
tilr	O
caused	O
systilic	B-Disease
9rthostatic	I-Disease
yypotension	I-Disease
