Seleigline	O
-	O
idnuced	O
posutral	B-Disease
hypotnesion	I-Disease
in	O
Parknison	B-Disease
'	I-Disease
s	I-Disease
dsiease	I-Disease
:	O
a	O
lonigtudinal	O
sutdy	O
on	O
the	O
effects	O
of	O
durg	O
withdraawl	O
.	O

OBJECTVIES	O
:	O
The	O
Unietd	O
Knigdom	O
Prakinson	B-Disease
'	I-Disease
s	I-Disease
Diesase	I-Disease
Reserach	O
Gorup	O
(	O
UKDPRG	O
)	O
tiral	O
found	O
an	O
icnreased	O
mrotality	O
in	O
pateints	O
with	O
Pakrinson	B-Disease
'	I-Disease
s	I-Disease
diesase	I-Disease
(	O
PD	B-Disease
)	O
randomiezd	O
to	O
receive	O
10	O
mg	O
seleigline	O
per	O
day	O
and	O
L	O
-	O
dpoa	O
comapred	O
with	O
those	O
taking	O
L	O
-	O
dpoa	O
alone	O
.	O

Recently	O
,	O
we	O
found	O
that	O
tehrapy	O
with	O
sleegiline	O
and	O
L	O
-	O
dpoa	O
was	O
associated	O
with	O
selective	O
ssytolic	B-Disease
otrhostatic	I-Disease
hyptoension	I-Disease
which	O
was	O
abolished	O
by	O
withdarwal	O
of	O
sleegiline	O
.	O

This	O
unwanted	O
effcet	O
on	O
postuarl	O
blood	O
perssure	O
was	O
not	O
the	O
result	O
of	O
underlying	O
autonmoic	O
faiulre	O
.	O

The	O
aims	O
of	O
this	O
stduy	O
were	O
to	O
confirm	O
our	O
previous	O
findnigs	O
in	O
a	O
separate	O
cohrot	O
of	O
patietns	O
and	O
to	O
determine	O
the	O
tmie	O
cousre	O
of	O
the	O
cardoivascular	O
consequecnes	O
of	O
stopping	O
selgeiline	O
in	O
the	O
expectaiton	O
that	O
this	O
might	O
shed	O
light	O
on	O
the	O
mechnaisms	O
by	O
which	O
the	O
durg	O
causes	O
orthosttaic	B-Disease
hpyotension	I-Disease
.	O

METHODS	O
:	O
The	O
cardoivascular	O
repsonses	O
to	O
standnig	O
and	O
haed	O
-	O
up	O
tlit	O
were	O
studied	O
repeatedly	O
in	O
PD	B-Disease
patinets	O
receiving	O
selegliine	O
and	O
as	O
the	O
durg	O
was	O
withdrawn	O
.	O

RSEULTS	O
:	O
Haed	O
-	O
up	O
tlit	O
caused	O
ssytolic	B-Disease
orthosttaic	I-Disease
hypotensoin	I-Disease
which	O
was	O
marked	O
in	O
six	O
of	O
20	O
PD	B-Disease
patietns	O
on	O
seleigline	O
,	O
one	O
of	O
whom	O
lsot	O
consicousness	O
with	O
unrecordbale	O
bolod	O
perssures	O
.	O

A	O
lesser	O
dgeree	O
of	O
orthosttaic	B-Disease
hypotnesion	I-Disease
occurred	O
with	O
stnading	O
.	O

Orhtostatic	B-Disease
hpyotension	I-Disease
was	O
ameloirated	O
4	O
dyas	O
after	O
withdrwaal	O
of	O
selegiilne	O
and	O
totally	O
abolished	O
7	O
dyas	O
after	O
disconitnuation	O
of	O
the	O
durg	O
.	O

Stopping	O
selegilnie	O
also	O
significantly	O
rdeuced	B-Disease
the	I-Disease
supnie	I-Disease
systloic	I-Disease
and	I-Disease
diatsolic	I-Disease
blood	I-Disease
prsesures	I-Disease
consistent	O
with	O
a	O
previously	O
undescribed	O
spuine	O
perssor	O
aciton	O
.	O

CONCLSUION	O
:	O
This	O
stduy	O
confirms	O
our	O
previous	O
fidning	O
that	O
selegilnie	O
in	O
comibnation	O
