Selegilinr	B-Chemical
-	O
induxed	O
[ostural	O
hypofension	O
in	O
Parkimson	O
'	O
s	O
didease	O
:	O
a	O
longitudinak	O
ztudy	O
on	O
the	O
effefts	O
of	O
crug	O
wiyhdrawal	O
.	O

OBJECTIVES	O
:	O
The	O
Uni6ed	O
Kingcom	O
Parkineon	O
'	O
s	O
Dicease	O
Research	O
Gro7p	O
(	O
UKPDRG	O
)	O
trual	O
found	O
an	O
incrsased	O
mortalitg	O
in	O
patiwnts	O
with	O
Parkonson	O
'	O
s	O
dusease	O
(	O
PD	O
)	O
ranfomized	O
to	O
receive	O
10	O
mg	O
selegi;ine	B-Chemical
per	O
dau	O
and	O
L	B-Chemical
-	I-Chemical
do0a	I-Chemical
comparec	O
with	O
those	O
taking	O
L	B-Chemical
-	I-Chemical
dlpa	I-Chemical
alone	O
.	O

Recently	O
,	O
we	O
found	O
that	O
thetapy	O
with	O
selegilinr	B-Chemical
and	O
L	B-Chemical
-	I-Chemical
vopa	I-Chemical
was	O
associated	O
with	O
selective	O
sysfolic	O
ofthostatic	O
hypotenzion	O
which	O
was	O
abolished	O
by	O
wi5hdrawal	O
of	O
selegillne	B-Chemical
.	O

This	O
unwanted	O
erfect	O
on	O
poetural	O
bkood	O
pressu4e	O
was	O
not	O
the	O
result	O
of	O
underlying	O
autonlmic	O
failjre	O
.	O

The	O
aims	O
of	O
this	O
stucy	O
were	O
to	O
confirm	O
our	O
previous	O
vindings	O
in	O
a	O
separate	O
cohirt	O
of	O
pati4nts	O
and	O
to	O
determine	O
the	O
tim3	O
cojrse	O
of	O
the	O
cardoovascular	O
fonsequences	O
of	O
stopping	O
seleyiline	B-Chemical
in	O
the	O
expectatioj	O
that	O
this	O
might	O
shed	O
light	O
on	O
the	O
mecganisms	O
by	O
which	O
the	O
drub	O
causes	O
orthostativ	O
hypot4nsion	O
.	O

METHODS	O
:	O
The	O
fardiovascular	O
responsws	O
to	O
standint	O
and	O
hwad	O
-	O
up	O
rilt	O
were	O
studied	O
repeatedly	O
in	O
PD	O
patiehts	O
receiving	O
delegiline	B-Chemical
and	O
as	O
the	O
erug	O
was	O
withdrawn	O
.	O

RESULTS	O
:	O
Heae	O
-	O
up	O
5ilt	O
caused	O
sysfolic	O
0rthostatic	O
hypoyension	O
which	O
was	O
marked	O
in	O
six	O
of	O
20	O
PD	O
patiengs	O
on	O
selfgiline	B-Chemical
,	O
one	O
of	O
whom	O
.ost	O
conscioushess	O
with	O
un5ecordable	O
vlood	O
p4essures	O
.	O

A	O
leeser	O
degfee	O
of	O
orthostatix	O
hypotensoon	O
occurred	O
with	O
stancing	O
.	O

Orthostztic	O
hypotensi;n	O
was	O
ameliorzted	O
4	O
dzys	O
after	O
withdtawal	O
of	O
seldgiline	B-Chemical
and	O
totally	O
abolished	O
7	O
rays	O
after	O
eiscontinuation	O
of	O
the	O
d4ug	O
.	O

Stopping	O
selehiline	B-Chemical
also	O
significantly	O
reruced	O
the	O
suplne	O
wystolic	O
and	O
dlastolic	O
bloos	O
pressuree	O
consistent	O
with	O
a	O
previously	O
undescribed	O
su-ine	O
prsssor	O
actlon	O
.	O

CONCLUSION	O
:	O
This	O
srudy	O
confirms	O
our	O
previous	O
finving	O
that	O
sel4giline	B-Chemical
in	O
fombination	O
with	O
L	B-Chemical
-	I-Chemical
copa	I-Chemical
is	O
associated	O
with	O
selective	O
orthostatjc	O
hypotenzion	O
.	O

The	O
possibilities	O
that	O
these	O
cardiovasculag	O
findinga	O
might	O
be	O
the	O
result	O
of	O
n0n	O
-	O
selective	O
inh9bition	O
of	O
monoajine	O
oxidsse	O
or	O
of	O
amphetamin4	B-Chemical
and	O
metamph4tamine	B-Chemical
are	O
discussed	O
.	O

Further	O
studiea	O
on	O
ecfects	O
of	O
irrigatiin	O
sklutions	O
on	O
rah	O
